id,sent0,label
4676, Mohanlal da ....  Vera evan da   Love you thalaiva mohanlal sir   Frm tamilnadu,0
4677, David nainan viramikan ulla samayayi makkale...varunnath avante appan aait varu,3
4678, idak idak like van nokunavar undenkil ivde like,3
4679, Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect,1
4680, Nigal polike ikka katta ikka fan,1
4681, Padam industry hit aakatte ennu oru Lalettan Fan,1
4682, 18ampadi enta schoolil aanu shoot chytha christ nagar pinna njan arun alla gokul cinemayil valla chance undo sir,3
4683, Kola kolli item.. Madhura Raja MEGASTAR MAMMOOTTY KING OF KINGS,1
4684, Mammukka Yee ishatam ullavar undeggil oru like adichu,3
4685, Ohh avasathe aa idi.....how bhallaatha jaadhi...,3
4686, DASETTENTE ORU PAATU UNDAVANE ENNAGRAHIKUNAVAR ADI LIKE,3
4687, Mohanlalinte best 100 crore film aayirikkum urappu,1
4688, Lucifer trailor kandit..  odiyante viewsum likeum nokkan vannavar arokke anu...,3
4689, Ee chanelil aano ithra valiya oru cinimayude trailer idunnath  Nalla subscribers ulla chanellil ittal porarnno,2
4690, Ithu oronnonnara allaaaa athukum mele  mammookka uff ejjadhii,1
4691, Entamooo  veendum veendum kanan thonanuuuu,1
4692, the most versalite actor king ikkaa,0
4693, Happy birthday ikka   Happy birthday ikka Happy birthday ikka,1
4694, Sandarpham muthal enne  vareyullaa ella   ciinemakalum albhudappeduthiyittulla oreyoru   nadana vismayam mammokka,1
4695, Super heavy  amazing  Ethil aparam onum parayan elaa,1
4696, Best wishes Kalki ......   Kalki Kalakkatee ........,1
4697, All Kerala lalettan fansite ellavida ashamsakkalum.,1
4698, Ith raja aaa kallykkan vanna eduth uduth kalayum,2
4699, Aaran manjuvintey bharthavum makalum aayittu veshamitta thaarangal? aarkkenkilum ariyamenkil parayumo pleas?,3
4700, Mammuka & Lalettan they are living legends,0
4701, Laletan and Mamookaa fan katta waiting for madhuraraja,0
4702, Status Videos Mathramulla channel aanu,3
4703, Iam tamil but i love malayalam,0
4704, Engane aada uvve 32K dislikes okke vanne? nammude naatil athrem mandanmaar undo,2
4705, full support to ikka from #lalettan fans,0
4706, Yente ponnu ikka ningal oru jinnanu,1
4707, sadha pichaththi mudhal rocket launcher vere und..  rajuvettan enna summava,1
4708, Mammukka ithil polikm enu oru katta ettan fan,1
4709, Janapriya Nayakante Pakka Family Entertainer Superb Trailer,1
4710, Kanditt oru naad rakshikal cliché aanenn thonunnu..,4
4711, 50. KHURESHI. Abraham khureshi ano udheshiche ettan uyir,3
4712, Reapettt mode..on...!!. Enne ividenn arenkhillum onn  kondopoko...????,1
4713, Sudapikalkku kurupotti aa dislikes kanda . A Hollywood level work,2
4714, anyone after watching LUCIFER mass ka baap,0
4715, Mammukka ishttam.. Ith oru kola kolli item aayrkkum theercha,1
4716, Yaa mone Holywood getup kaathirunnath verthe aayillah bgm marana maass,1
4717, 10sec nice ayittu lalettanittoru nice panikoduthu,3
4718, 7.7k dislikes. Athinu vendi enkilum vann trailer kandu views kootiyathil santhosham...,2
4719, malayala cinema heightsukal keezhadakunnu... innevare ulla cinemakalil ninn vyathasthaamaayi chithreekarikunnu... Proud to us...,1
4720, Chaanakahinalkathu  ulla potimaaankal.. Dislke yethra adichitu  kaaryamilla  yeriyunna Marathil  bhalamundu,2
4721, Mammokka fans onnum alla. But karyam parayalo  trailer kalakki marich,4
4722, Ini parayam muruga nee thirnnada ennu,3
4723, Enthonedai id    padakkamo,2
4724, Njan oru selfi  edukkum...ekkkade...kooda ninnu....,3
4725, Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...,1
4726, Myru padam Cash poyii.... Eee kunnakk inganathe padam cheyyathe irunna pore....,2
4727, Lusifar and madura Raja 100Codi clubil kayaranam apo indiyil atvum valiya indastrey Malayalam film indastrey avum,1
4728, Malappuram jillakkarude padam. Malappuram jillakkar adi like,3
4729, Trending for 4 days,0
4730, Ravile thane views likes ethra ayyi enn nokan Vanavar adi like evide,3
4731, Aaah kollam ithanalle school kuttikal... Kandalum thonnum,4
4732, Pwoli pwoli....vallathoru anxietyy....cinema kalakkum enn thonnunn🤗,1
4733, mammokka madiyokke maatti kasaraan eranginnu thonnunnund. kore naalaayi ingerde maryadhakkolla oru padam kandittu.,3
4734, Ithilum valiya verupikal padam swapnagalil mathram,2
4735, Katta support .. Surya fans nte vaka undavum ...S37 coming soon,1
4736, Njn matramano ee trailer oru noor thavanaaayit kand kond irikunne,3
4737, Malayaala sinimayil Mammuttikkaan etharathilulla kadhalaathram nannaayi cherunnath,2
4738, Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu,1
4739, Memories inu shesham nalloru triller pratheeshikkunnu,1
4740, Kore thendikal unlike edand stop cheyyuka,2
4741, Rajuettan itherayum Kalam abhinayikkuka aarnno atho direction padikkuvarnno,3
4742, Madhura raja wait cheyth irikunavr adi like  Ippo thanne oru 5 pravishym engilum ivide vannu nokiyavr aarokke und,1
4743, Ek no movie h bhai log dil khush ho gya esa lag raha tha movie khatm hi na ho,0
4744, I'm Kannadiga I also like Malayalam movies,0
4745, Ee padam athrakku super hit aakoola..aalukal nalla thakarpan story aagrahikkunnu athu ippozhathe moovi kalil illa,4
4746, prebhakaraa....... thilakan.jpg rename file as ikka.jpg,0
4747, Nxt trending is karikku 20 th eppisode soon,0
4748, 0.15 etha ah chulllan...nte mammmookkka on onn nivrnn ninnl chuttum illeth onnum kanan pattlettooo,3
4749, Oru horror okke aarnnu pradikshiche ... Or a villian dominating psyco movi ...  But... Ennalum padam polikkum...,4
4750, Mamangam.  =.  Like Syeraa narasimha Reddy. = Comment,0
4751, Dialogue presentation pora bakki ellam kollam,4
4752, Ee onam njangal ing edukkuvaa..... ee ittichan...,1
4753, Mammookka Fans Repeat adichu Video kaanu,3
4754, #JUNE 16  #KATTA #WAITING #DERICK ABRAHAM,1
4755, Failure anu nalla mammokka movie kandu varashangal ayi....,2
4756, Ingerk ethra vayas aa nna paranje????,3
4757, Dislike adicha myrenmark vendi like adi,2
4758, Padam kanditt trailer Kanan vannavar like adii  narkotic is a dirty business,3
4759, 0:44 -  0:46    Siddiquie behind laletan,3
4760, MATHUKUTTY XAVIER 🥰 POLIYEEE....ANCHAL SET AAYEEEE,3
4761, Ikkaante pilleer onnu othu pidiche namukkid 15 million wiews aakanam,1
4762, Lucifer KGF super duper edit,0
4763, Moonnam divasavum trending no:1 Ettan,1
4764, Orru onnonara range padam aahntaa ee padam,1
4765, Hindukkalkku mahiravanan Islamil avane ibilis ennu vilikkum.Christianinkalkkidayil avanu oru nereyulla.LUCIFER!!!,3
4766, Romanjification Mammookkaaaa ingal vere level annn  mammookakk koduthe makkale oru like,1
4767, Eth 300 cr. Ethanam ennullavar like adikk,3
4768, ‍ Venda kutta uruttam  Aaah pwoli Background music,1
4769, Padam kandavar ivide kayari comment adike,3
4770, ORU CINEMA KAYINNE ERAGEYTHE POLE!!!!! MASS !!!! KATTA WATING!!!!,1
4771, Margamkali Malayalam Movie Review | Vibes Vision,0
4772, 192k views.. 190k likes.. 19k dislikes..🤔🤔,0
4773, Athulya fans ivde like adi !!,3
4774, Nale promo video song eranguvanne..kavya filims chanalil,3
4775, Madurarajayil pritwiraj  undairnengil onnu koodi super avumairunnu,4
4776, Mamanga maha makamstarting this Nov 21st,0
4777, Innevare kandattillatha vere level item .,1
4778, Ith  5 million aaavunn ullappullavar adi ivide like,3
4779, Teaser valere adhikam pradhisha nalkkunnu,1
4780, Ayyo kadha manasilavunnud aval freezer l kudughuvalle,3
4781, I'm From Manju Warrier Native  Kanyakumari,0
4782, Laletta,0
4783, 0:40 indian flag ulta hai,0
4784, Jimittukal karanju chaakum athum tripple strongil,2
4785, Ithano aa cheriya movie  pattikallae,1
4786, Enthu kanichalum njangade lalettante pakuthi varumo niyokke,2
4787, Nalla padam aanu enthinu aanu thallu padam ennu paranyunne nn mathram ariyilla.nalla degrading ind,1
4788, Give me good reason aah dialogue Parayumbol sidil nilkkunnath prithvirajalla,3
4789, Happy b dy ikka  malappuram ikka fans like adikk,1
4790, Our #Mammootty #BOLLYWOOD Fans Like kardho yaar,0
4791, Where is Raju ettan ... Angeru illandu enth padam  ..,4
4792, Kozhikode model school    innum   marikkaatha   vikaaramaanu   geevithathil...,1
4793, ethinu okkae dislikes adicha chila prajanda kunju ghalodu enikku etrae parayan ullu odada pullae kandam vazhi. Uluppundo ninakku okkae.,2
4794, Nalla comedy movie aanenn thonnunnu....katta waiting🤗,1
4795, Can yaman ne orma vannath enik maathraamaano???,3
4796, Wowwww.....BEST OF LUCK LAUNCH IN KANNADA ALSO  KICCHA SUDEEP FANS,0
4797, Prithvi massaa.. Ettan maranamass.... Lucifer  thakarkumm  parishauda annee poyi njan cinema kannom,1
4798, Trending 1  #mamangam #mammookka,1
4799, Myru ennu relese ayit show polum nadathit ila  aalilanjit ikkane arkum vende,2
4800, Eid Mubarak mammookka gangster movie song status video,3
4801, Padam pottiyalum first day collection record urappaaaaaa........! Lalettan ki Jai..... Rajettan kii Jai......,4
4802, ICHAYAN DIE HARD FANZZ LIKE ADIKK KALKI KATTA WAITING.....,3
4803, Kore nalk sesha lalu alexine kandalloo,3
4804, Trailer thanne lag annallo,2
4805, ennum ravile trailer kaanan vendi ezhunelkkunnavr ivde,3
4806, THE COMPLETE ACTOR PATHMABHOOSHAN MOHANLAL  #Lucifer,0
4807, Madhuraraja 1 hour 40 k likes  Lucifer 1 min 40 k likes,1
4808, Suraj vere level  soubin  ithu thakarkkum,1
4809, Waiting for mammookka's madura raja from a katta lalettan fan,0
4810, Machan pandey pwoli aanenn boni parayan paranju🥰,1
4811, Lucifer-3 hrs 200k likes  Mamangam-21 hrs 180k likes,0
4812, Like ethra aayanne idakke idakke vannu nokkunathe njan mathramano,3
4813, Trailer kollam but Tovinos dilog delivery,4
4814, Trailer last seconds kandu romancham vanavar like adike,3
4815, Njan oru bangali aanu Malayalam theriyale aanalum trailer romba super aayirukk,0
4816, 4k dislikes from Kallayi Khureshi Ab'raam fans 0:50,0
4817, Uff.....aa last scenile look oru rakshim illatta....pwoli,1
4818, Kalippe....   by katta lalettan fan,1
4819, Ee cinema kand kazhinj..... ithinte second part aagrahikunavar like and comment,3
4820, Ikka polichu tto Ikka fans like here,3
4821, mammootty fanse nde vijayasamsakal ...............jayeettan masss kolammaaassssssssssssss,1
4822, Yentha.. samayam ngatt ponillalloo... .. laalettaa..,3
4823, Tamilnadu Mamuka fans hit like heare,0
4824, ikka oru raksha illa super waiting,1
4825, 2:18 to 2:20 mala kittan avane kondu nalla koozha chakka theetichal mathi. IDI movie,3
4826, Oru rakshayum illa... adhi gambeeram ennu parajal idhanu namichu,1
4827, Njn oru katta Ettan fan aanu  Ikka pwolichu...All the best from an ettan fan,1
4828, Dislike kunnamare olupundel poi kettithugi chavda pannikale,2
4829, Vivek obreoi sound nalla paraichaya arudey sounda aryo arkengilum,3
4830, Malayala cinemaye Indian film industry il uyarthiya mass thriller 'Lucifer',1
4831, Eee padam hit aavum ennullavar lyk adi,3
4832, Ee movie aduppichu pinnem kandavar like,3
4833, Madhura raja theater poyi kandavar like adiche,3
4834, Ivanittoru poosha angu pooshiyalo....   Ittichan poli kidu,1
4835, 28k dislike okke pullaadaa pull...,2
4836, പഠിച്ച കള്ളനാ... Like അടി മക്കളെ... Frst time views kandarvar alem like or dislike. Like and viws same same..,3
4837, Mega Maha Mamangam of Indian Cinema...... Proud of you Mammookka.,0
4838, Moopar ottakka vannad... ottak thanne kond povum.... Raja,1
4839, Trillernu vandi wait cheydhadh njan maathramaanno,3
4840, Mammooka pwoli  Mamanga ulsavam aayirikkum Nov 21nu  Katta waiting,1
4841, Padam kandathinte shesham trailer kannunna ethra perude onne    like adiche,3
4842, Ettan ee onam angu eduthu makkale‼‼,1
4843, soubin fans like adi makkale,3
4844, Ufff poli  chekkan kidukki  Hbd ikka,1
4845, Varav kandit padam 8 nilayil pottunna thonnane,2
4846, Madhuraraja trailer Kand ivide vannanvar likkeee,3
4847, Njn pru lalettan fan ahn..  eee trailer mass ahn..  padam polikkum,1
4848, Valiya pratheesha illa nalla entertainment  aayirikkum,4
4849, Dislike adikkunna kazhuthakalude mukhath adikkunnavar like,2
4850, Adipoli..... Pakshe oru sankadam ithinte thirakatha undakkan vendi 12 varshakalam parishramicha vyakthik title credit kodukathathil mathrama.....,4
4851, speechless 🤐.   ikkaaa,0
4852, Raja sollunathu mattuthaam seyyvaa seyyunnath mattum thaa solvaa,0
4853, Im Prithiviraj fan from tamilnadu... Love it,0
4854, mohanlal sir - look ..... kiddo...,1
4855, Kandathil vech mungiya pdam  Rating 1.1/5,2
4856, Ente ponnanna..... Ente jeevane.... Lalettaaaaaa... Ummaaaah,1
4857, Super trailer  ikka enth look aahnn,1
4858, Toviii IChayan powlii Oru Kattaa Tovino Fan🤘,1
4859, Arokke nthokke paranjalum ikka njngade swanthon njngalk 100 kodeem 200 kodeem onm vnda,1
4860, Nangade ikka polikum,1
4861, Jayyetta katta mass .thrilling experience .katta waiting along with mamaankam.jayettan fans ADI like.mammookka too,1
4862, mammookka  ennum mega star thanne,1
4863, Entha trailer oru rakshayum illa kidu item,1
4864, Nalla assal moonjjal thank you lola,2
4865, Avuudeiiyee eth pollikkum ennu urappullavar adi likeee,3
4866, Final air punch,3
4867, Ettan poliyanu muthanusuparanu lalaettan lalettan changinakath lalettan,1
4868, Pls dub it also in kannada language,0
4869, Dislike cheyta ella nayinta makalkum  namskaram,3
4870, 1:41 indian flags  ulta kyu hey,0
4871, Padam vere level.. feel tharunnu ee trailer,1
4872, best actor movie orma vannavarundo ivide ???,3
4873, Kanum munpe dislike adicha aa mahanmarude manasu aarum kanathe pokaruthu,2
4874, Padathinte elaa sathum adagiya trailer...vere vallathum undaayaq mathyaayrnnuu,4
4875, Ettan pwoli.. Engane abinayikunnu ethra cute ayyitte,1
4876, Sshooo njan munpe itta comment evde poi,3
4877, Ithaanu oru katta aarathakante cinema,1
4878, Dec 14 poraamm kodde kerre makaallle,1
4879, Pwolichu..oru expectationum illathondu ithu kandu kannu thallipoyi.no reksha kidukkachi..,1
4880, Oru ADAR Trailer  Ikkante look polichu .,1
4881, Ente ponno marana mass.. ethu polikum....,1
4882, Eee padam super hit aavumennullavar adi lyk,3
4883, Mammookka fans ente channel onnu nokkeechu poone. Veruthe aakillaaa,3
4884, 10 million aakum ennurappullavar like adikkuka,3
4885, Love u ikka u are legend  proud to be a ikka fan  Kiddalan trailer 🤩🤩,0
4886, Views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi,3
4887, Iniyum Antonyude 100,2
4888, Poli trailer waiting for april12th trailer inganeyanengil cinemayude karyam parayano,1
4889, Mass alla maranamass alle kollamass anu lalettan,1
4890, 192k views  189k likes  18k dislikes  Me: what you mean youtube?,0
4891, Kidukachi ene parja pora athukum mele  tovi ichaya🤩🤩,1
4892, An Suriya fan watching for Mohanlal in kaapaan vera level teaser,0
4893, Film kandit ee trailer veendum kaanunavar like...,3
4894, Entammo..... Kidu item. Oru rakshem illa.,1
4895, mammokka kalakki mone ine kanan kidakunnath kandu ariyanam mone,1
4896, Enthonnedey # nalla padathinu arayalum support kodukkuka # dislike koduthittu #orale padam mathramalla athil pravarthichavarude kashtapadum viyarppumanu# so support,2
4897, YouTube hang aay pandaram.... eee pull load avanilllaaaaooooy....,3
4898, Ijjathi mwone keduu Rajevetan messs waiting mwone. .  Dislike adicha guhan fens angot mari nin valich ooombiko,2
4899, bgm kelkmbol KGF nde pole ind,4
4900, Raja Alla devil .......devil king  LUCIFER,3
4901, Raju ettan vere level trailer,1
4902, 6:00 pm manidey teaser kand erangi ethinde comments nokkan vannavar undo,3
4903, Trailer ennoke paranja ethanu ..ente ponn hari anna ethonn onn eduth kaanu,1
4904, Evideyokkeyo oru Kasaba and Idi feel,4
4905, Last Title Bgm Kola Masss..,1
4906, Njan oru katta ettan fan Annu enkilum....ithu polikum,1
4907, 10 million views adikkumenn parayunavar like adikku,3
4908, Raja sollurathu dan saivaan sairathu daan solluvon,0
4909, spr ... lalettan and rajuttan,1
4910, Onnnum parayanilla... Ee onam ettan ingeduthu makkale...,1
4911, Enna pine itu oru series aki Netflixil  idan padile?kanditu ate polind,3
4912, Malayalam cenimakall vere our talattilekku ettiyrikkn uuu....gambeerammm....,1
4913, Ithinu dislike cheythathu maoistukalum lalettan fansum arikum,2
4914, NJANUM ENTTE KALI KARUM VERUM STRONG ELA TRIPPIL STRONG.     IKKA FANS LIKE ADIK 2..3STRONG IKKA,3
4915, teaser kandappol katta valippanu ennu thonni,1
4916, Ente ikka ningale vellan oru lalapanum pattula,2
4917, Wowwwwww enta mammokkkaaaa romanjam ennu paranjau kettu ullu ippol anabavichuuu,1
4918, The legend...wait cheyyaan vayya 🥰Njan pooyi Nara simham kaanatte cheriyoru samaadaanam🤣🤣,1
4919, Sunny chechi fans evide like adichu power kaniku🤣🤣,3
4920, Padam kandavar like adichitte podee,3
4921, Kali brazilum(lalettan) Argentina ( mammookka)yum thammila.... Thee paarum.... Welcome mammookka....,1
4922, Pulimuruganile pole Climax il nala kidukachi fight und en urapa.,1
4923, Asif aliye kaanathe poyadh njan mathrm anno???,3
4924, Evido oru pulimurukan chayakachal pole tonnunnu,4
4925, Eee trailer undakkiya avanu.....Kodukk oru salute...,1
4926, 10 _ 30  poora..readkm 10_ 60 allleeee...,3
4927, Odiyan Trailer ishtapettavar ee like button njekkipotticholutto,3
4928, Trailer nannayittund.  Dialogues n punch pora...  Onnoode kidilan aakamayirunnu,4
4929, Poli moneeee ikka thakarthu,1
4930, HBD SRK🥰 Wish you a happy birthday,0
4931, 5 il kooduthal thavana kandathu njn maathramaano   katta mammooty fans cmnt here,1
4932, TV yil padam vanna shesham trailer kanan vannavar arokke und,3
4933, MADHURAJA FANS LIKE  LUCIFER FANS COMMENT,0
4934, Padam kandavark trailer kanumbo ulla romanjifications pwoli aaan,1
4935, Mamangathinte charithram ariyendavark e linkil keri nokkam.,3
4936, All kerala surya fans like adii,3
4937, Dialogue delivery mosam.... okke editing analle..,4
4938, Mass ne eru pereyulloo athane ikka,3
4939, Ithu nammude peruchazhi aaano prithvi etttaaa???,3
